Signal1,Signal2,Signal3,R,H,O
433.8911457,-54.16267323,-558.1102166,4.326822758,5.0,45.0
434.7110372,-53.88110109,-559.3988041,4.426616669,5.0,45.0
435.6188749,-53.74669523,-560.5507637,4.526443958,5.0,45.0
436.5082583,-53.71825306,-561.4952816,4.626589298,5.0,45.0
437.2428057,-53.77288215,-562.2678022,4.726596832,5.0,45.0
437.7697199,-53.9597118,-563.0899929,4.826674938,5.0,45.0
438.1322885,-54.31572436,-564.2138502,4.926634312,5.0,45.0
438.4767952,-54.74725913,-565.6160834,5.026582241,5.0,45.0
438.9603231,-55.10969064,-566.8684472,5.026582241,5.0,45.0
439.6647396,-55.33544132,-567.6547589,5.12663126,5.0,45.0
440.5209212,-55.59522695,-568.2992145,5.226559639,5.0,45.0
441.3247012,-55.90785334,-569.1115619,5.326472282,5.0,45.0
442.138977,-56.07081452,-570.0363804,5.426517487,5.0,45.0
443.1956521,-56.05492946,-571.0039823,5.526641846,5.0,45.0
444.3893773,-55.77986646,-571.8469947,5.626649857,5.0,45.0
445.5113775,-55.28174168,-572.5635821,5.72666502,5.0,45.0
446.5084994,-54.8873669,-573.3936516,5.72666502,5.0,45.0
447.3938218,-54.73793185,-574.2319178,5.826609612,5.0,45.0
448.3549211,-54.84143641,-575.0247034,5.926564217,5.0,45.0
449.3984704,-55.18808339,-576.0446257,6.026698112,5.0,45.0
450.1930383,-55.58632375,-577.1796422,6.126603603,5.0,45.0
450.6671655,-55.944012,-578.2018516,6.226597786,5.0,45.0
451.0658183,-56.32022734,-579.1773941,6.326731205,5.0,45.0
451.669526,-56.53909167,-580.1675576,6.326731205,5.0,45.0
452.5171052,-56.51324694,-581.2349573,6.426696777,5.0,45.0
453.4019347,-56.6068146,-582.5007763,6.526790142,5.0,45.0
454.2228886,-56.8827406,-584.0551304,6.626684189,5.0,45.0
454.9130268,-57.08877164,-585.7624461,6.726633549,5.0,45.0
455.3921033,-57.24569151,-587.1968621,6.826634884,5.0,45.0
455.8869546,-57.47881078,-588.0321692,6.926604271,5.0,45.0
456.6971903,-57.92110899,-588.4927241,7.026602268,5.0,45.0
457.7034003,-58.4592759,-588.9177281,7.026602268,5.0,45.0
458.5359056,-58.77575936,-589.2606947,7.126614094,5.0,45.0
459.1893494,-58.85657293,-589.5431065,7.226653576,5.0,45.0
459.9966929,-58.77599144,-589.8565814,7.326723576,5.0,45.0
460.8657796,-58.53852717,-590.270256,7.426593304,5.0,45.0
461.443194,-58.34929876,-590.8886846,7.526491165,5.0,45.0
461.7865135,-58.28586323,-591.5822818,7.626552582,5.0,45.0
462.1383945,-58.26529467,-592.3562101,7.626552582,5.0,45.0
462.6607564,-58.32101453,-593.4018263,7.72657156,5.0,45.0
463.4129126,-58.46865838,-594.6321699,7.82662344,5.0,45.0
464.1589355,-58.6516326,-595.8769019,7.926609039,5.0,45.0
464.7843864,-58.75832502,-597.1706921,8.026378632,5.0,45.0
465.5012169,-58.89604256,-598.5020782,8.126621246,5.0,45.0
466.3471368,-59.23377186,-599.6849927,8.226639748,5.0,45.0
467.3014565,-59.62962613,-600.7728808,8.326545715,5.0,45.0
468.2880929,-59.90936913,-602.013162,8.326545715,5.0,45.0
469.0660435,-59.98889584,-603.3374434,8.426665306,5.0,45.0
469.7500052,-59.87848351,-604.532868,8.526601791,5.0,45.0
470.5647573,-59.79841403,-605.6789953,8.626565933,5.0,45.0
471.4680487,-59.84469582,-607.053969,8.726604462,5.0,45.0
472.4977345,-59.81540701,-608.6532919,8.826417923,5.0,45.0
473.7042953,-59.59775204,-610.112981,8.92640686,5.0,45.0
474.9751351,-59.27127413,-611.2076003,9.026592255,5.0,45.0
476.1556385,-59.07768062,-612.1330921,9.026592255,5.0,45.0
477.1710829,-59.23386772,-613.1700439,9.126605988,5.0,45.0
477.9707233,-59.57947648,-614.3045639,9.226640701,5.0,45.0
478.5124893,-60.0190675,-615.4305886,9.32673645,5.0,45.0
479.0159251,-60.69074229,-616.4155783,9.426700592,5.0,45.0
479.7042276,-61.38167452,-617.0871524,9.526643753,5.0,45.0
480.4193348,-61.84531525,-617.6995154,9.626537323,5.0,45.0
481.0490538,-62.15339316,-618.5771353,9.626537323,5.0,45.0
481.7143637,-62.26262726,-619.7909709,9.726467133,5.0,45.0
482.3996607,-62.21407127,-621.1656265,9.826473236,5.0,45.0
482.9690087,-62.25438558,-622.3380567,9.926575661,5.0,45.0
483.3714195,-62.46347726,-623.3320847,10.0266037,5.0,45.0
483.7604823,-62.72945478,-624.2552405,10.12660599,5.0,45.0
484.4512843,-62.78063355,-625.1313593,10.22655201,5.0,45.0
485.4785604,-62.46115737,-625.9793746,10.32668304,5.0,45.0
486.6103798,-61.93936221,-626.8916185,10.32668304,5.0,45.0
487.7550945,-61.6203497,-628.043131,10.42669487,5.0,45.0
488.8018625,-61.66228556,-629.4037473,10.52660751,5.0,45.0
489.718964,-61.81410321,-630.8878375,10.62661552,5.0,45.0
490.7619505,-61.86381015,-632.2947441,10.72659683,5.0,45.0
491.9723169,-61.77498606,-633.4922576,10.82673073,5.0,45.0
493.1664073,-61.74676929,-634.5815298,10.92680359,5.0,45.0
494.2250047,-61.97420836,-635.6526372,10.92680359,5.0,45.0
495.0380223,-62.40820102,-636.6408823,11.02663136,5.0,45.0
495.7022031,-62.84475826,-637.5749053,11.12656116,5.0,45.0
496.3984651,-63.0928656,-638.6814257,11.22654724,5.0,45.0
496.9925402,-63.15129176,-639.8733684,11.32660294,5.0,45.0
497.3677407,-63.2059181,-641.0466463,11.42676163,5.0,45.0
497.7314871,-63.36838243,-642.2224453,11.52670479,5.0,45.0
498.3001043,-63.31556772,-643.2692617,11.62659073,5.0,45.0
499.1805845,-62.84522944,-644.0678865,11.62659073,5.0,45.0
500.1954915,-62.35468848,-644.7285568,11.72659397,5.0,45.0
501.0840555,-62.11698752,-645.5256809,11.82677364,5.0,45.0
501.7890806,-62.04869466,-646.543554,11.92666626,5.0,45.0
502.2831174,-62.01214633,-647.7867123,12.02658272,5.0,45.0
502.6650033,-61.92379124,-649.1039989,12.12660503,5.0,45.0
503.1520035,-61.83743454,-650.4024947,12.2265377,5.0,45.0
503.864908,-61.91146778,-651.7400022,12.32674503,5.0,45.0
504.73581,-62.30261509,-652.9489205,12.32674503,5.0,45.0
505.6031131,-62.90672961,-653.8485171,12.42661095,5.0,45.0
506.3072763,-63.47051708,-654.379485,12.5263195,5.0,45.0
506.9115376,-63.97595851,-654.7762077,12.62661076,5.0,45.0
507.6191682,-64.47807262,-655.3866836,12.72667313,5.0,45.0
508.4629424,-64.83800324,-656.1728815,12.82675552,5.0,45.0
509.3771939,-64.99166339,-657.0124683,12.9268198,5.0,45.0
510.33379,-65.12151811,-658.0174999,12.9268198,5.0,45.0
511.3189239,-65.40761556,-659.1383029,13.02661419,5.0,45.0
512.222229,-65.86749691,-660.0311476,13.12669659,5.0,45.0
512.9351431,-66.2993988,-660.5328597,13.22656059,5.0,45.0
513.370518,-66.38413382,-660.7462208,13.32643604,5.0,45.0
513.5836958,-66.15963054,-660.7447693,13.42630577,5.0,45.0
513.7042448,-65.989109,-660.4783613,13.52659321,5.0,45.0
513.5314218,-65.92292097,-659.6662597,13.62673664,5.0,45.0
512.9366258,-65.9175212,-658.1507805,13.62673664,5.0,45.0
512.140715,-66.08825862,-656.2888103,13.72680187,5.0,45.0
511.1633473,-66.35942477,-654.427594,13.82678604,5.0,45.0
509.9319088,-66.67560646,-652.5323322,13.92649269,5.0,45.0
508.5491992,-67.13105509,-650.5136995,14.02659225,5.0,45.0
506.9753179,-67.64816393,-648.44801,14.12667084,5.0,45.0
505.21971,-68.18862926,-646.3048131,14.22648811,5.0,45.0
503.4821691,-68.6757436,-643.7910429,14.32637405,5.0,45.0
501.7070003,-68.94082645,-640.8816657,14.32637405,5.0,45.0
499.6767126,-69.123818,-637.9190111,14.42662525,5.0,45.0
497.4331547,-69.389466,-634.934311,14.52680111,5.0,45.0
495.1034911,-69.60017965,-631.7017765,14.62673759,5.0,45.0
492.7984382,-69.62554305,-628.2251034,14.72660542,5.0,45.0
490.6234296,-69.57616153,-624.6614546,14.82657051,5.0,45.0
488.33785,-69.50925145,-620.9553548,14.92649269,5.0,45.0
485.6974494,-69.54390299,-617.0622701,14.92649269,5.0,45.0
482.9389865,-69.79160505,-613.224217,15.02654552,5.0,45.0
480.2591821,-70.1332222,-609.6376776,15.12656593,5.0,45.0
477.5773736,-70.47689565,-606.2951672,15.22634697,5.0,45.0
474.8915119,-70.69785348,-603.0354079,15.32653618,5.0,45.0
472.2550375,-70.75569357,-599.6543845,15.42677879,5.0,45.0
469.7950021,-70.7234123,-596.1394103,15.52670574,5.0,45.0
467.6281184,-70.57068555,-592.7442384,15.62654305,5.0,45.0
465.5542353,-70.28303621,-589.5563061,15.62654305,5.0,45.0
463.3213477,-70.03098033,-586.4800883,15.72662163,5.0,45.0
460.9184815,-70.03189324,-583.4821019,15.82663822,5.0,45.0
458.5465775,-70.37840526,-580.3583584,15.92669201,5.0,45.0
456.3612007,-71.02991743,-576.7647228,16.02652168,5.0,45.0
454.149562,-71.92818653,-572.7424124,16.12644005,5.0,45.0
451.6859224,-73.0194619,-568.6712268,16.22669601,5.0,45.0
448.9380047,-74.00970777,-564.5694018,16.22669601,5.0,45.0
445.882947,-74.65834156,-560.2227675,16.32677078,5.0,45.0
442.6450487,-75.08245486,-555.7742787,16.426651,5.0,45.0
439.4217282,-75.43759357,-551.4583324,16.52666473,5.0,45.0
436.3124536,-75.62787928,-547.2169863,16.6266098,5.0,45.0
433.2752997,-75.56116252,-543.0251436,16.72662926,5.0,45.0
430.3646251,-75.3841812,-538.8880243,16.82676315,5.0,45.0
427.6703495,-75.30638001,-534.7398376,16.9265461,5.0,45.0
425.0367356,-75.40713557,-530.5644669,16.9265461,5.0,45.0
422.4133628,-75.53426695,-526.3938462,17.02666283,5.0,45.0
419.8984236,-75.59425354,-522.3111809,17.12671852,5.0,45.0
417.3208379,-75.67266913,-518.3065573,17.22653389,5.0,45.0
414.4827313,-75.69650611,-514.1740899,17.32675934,5.0,45.0
411.4603242,-75.65343956,-509.8221884,17.42671013,5.0,45.0
408.3035092,-75.73063415,-505.4171049,17.5265255,5.0,45.0
405.1070874,-75.90582865,-500.9668182,17.62651634,5.0,45.0
402.0992663,-76.13352171,-496.2963757,17.62651634,5.0,45.0
399.2496147,-76.49825782,-491.4122071,17.72639847,5.0,45.0
396.4060449,-77.04745361,-486.5791645,17.82660103,5.0,45.0
393.5850407,-77.58737764,-482.1180578,17.92676353,5.0,45.0
390.7823436,-77.95644663,-478.0051235,18.02650452,5.0,45.0
387.8553914,-78.26611438,-473.9460203,18.12669182,5.0,45.0
384.7024671,-78.57599079,-469.9572766,18.22667122,5.0,45.0
381.5681914,-78.84383267,-466.1642494,18.22667122,5.0,45.0
378.6454943,-79.01549928,-462.3554213,18.32658577,5.0,45.0
375.7589504,-79.14171822,-458.3684902,18.42666054,5.0,45.0
372.7901575,-79.1845846,-454.3031774,18.52655411,5.0,45.0
369.7956619,-79.01373884,-450.3021113,18.6265831,5.0,45.0
366.8267774,-78.6733214,-446.5142834,18.72667503,5.0,45.0
363.8736476,-78.33549642,-442.7535824,18.82659531,5.0,45.0
360.9992094,-78.11410328,-438.709201,18.92657471,5.0,45.0
358.1647487,-78.06085741,-434.4490324,18.92657471,5.0,45.0
355.1648852,-78.15783318,-430.1464173,19.02672768,5.0,45.0
352.118681,-78.31820283,-425.8429884,19.12674713,5.0,45.0
349.1990019,-78.45132555,-421.4783329,19.22659874,5.0,45.0
346.3010973,-78.58092569,-417.1385375,19.32667542,5.0,45.0
343.3757974,-78.91114387,-413.1157973,19.4265461,5.0,45.0
340.4500189,-79.33275702,-409.403145,19.52662849,5.0,45.0
337.4461426,-79.54457559,-405.6937494,19.52662849,5.0,45.0
334.2505779,-79.53743737,-402.0374936,19.62665939,5.0,45.0
331.0231513,-79.3946678,-398.4640528,19.72663498,5.0,45.0
327.9280303,-79.27756474,-394.6803239,19.82667923,5.0,45.0
324.8905502,-79.23795425,-390.7538523,19.92653084,5.0,45.0
321.7526527,-79.0451714,-387.0687162,20.02656937,5.0,45.0
318.3486177,-78.64915568,-383.600349,20.12679482,5.0,45.0
314.8244735,-78.22887679,-379.8621353,20.22672272,5.0,45.0
311.3547981,-77.86662267,-375.6966427,20.22672272,5.0,45.0
307.8904098,-77.50282357,-371.3616027,20.32670212,5.0,45.0
304.5786505,-77.08791959,-367.0466279,20.42667961,5.0,45.0
301.5643495,-76.65375423,-362.8414058,20.52655983,5.0,45.0
298.7141437,-76.35498072,-358.8975247,20.62655258,5.0,45.0
295.750719,-76.30641141,-355.3928325,20.72644615,5.0,45.0
292.624627,-76.25338296,-352.1164909,20.82648087,5.0,45.0
289.4278159,-75.99169018,-348.7787421,20.92668533,5.0,45.0
286.1177109,-75.77478327,-345.5164282,20.92668533,5.0,45.0
282.8795975,-75.75875476,-342.4484452,21.02668953,5.0,45.0
279.8422886,-75.88057573,-339.3821702,21.12662697,5.0,45.0
276.7677273,-76.14202506,-336.0486751,21.22660637,5.0,45.0
273.5948203,-76.46472646,-332.4066363,21.32657242,5.0,45.0
270.4205474,-76.77646057,-328.6636326,21.42658806,5.0,45.0
267.1736214,-77.00642911,-325.0169778,21.5266552,5.0,45.0
263.7957316,-77.10612586,-321.3171274,21.5266552,5.0,45.0
260.2764064,-77.0520846,-317.5109447,21.62641144,5.0,45.0
256.6315873,-76.77476125,-313.8145892,21.72649956,5.0,45.0
252.9408868,-76.44435255,-310.0223329,21.82683563,5.0,45.0
249.4854804,-76.24605382,-306.0205527,21.92681885,5.0,45.0
246.3817748,-76.16956083,-302.1836911,22.02651978,5.0,45.0
243.4149012,-76.33141824,-298.5717158,22.12645531,5.0,45.0
240.4244675,-76.71685738,-294.9361676,22.22630119,5.0,45.0
237.1687067,-76.90839316,-291.2298429,22.22630119,5.0,45.0
233.7253417,-76.67522392,-287.5511084,22.3266449,5.0,45.0
230.5605354,-76.24278984,-284.0519657,22.42671204,5.0,45.0
227.7916188,-75.76549184,-280.8005983,22.52616692,5.0,45.0
225.247303,-75.28624065,-277.6863931,22.62625122,5.0,45.0
222.7305084,-74.98268781,-274.4597148,22.72672272,5.0,45.0
220.0774292,-74.72934104,-271.0632253,22.82686615,5.0,45.0
217.1995835,-74.32426807,-267.7024931,22.82686615,5.0,45.0
214.1054484,-74.00092379,-264.5356966,22.92684937,5.0,45.0
210.8198319,-73.81255477,-261.4349386,23.02658653,5.0,45.0
207.2183155,-73.51025059,-258.0752049,23.12666893,5.0,45.0
203.4857857,-73.08313661,-254.436328,23.22677422,5.0,45.0
200.122346,-72.57903242,-250.5972458,23.32667923,5.0,45.0
197.125437,-72.0659858,-246.4638624,23.42661476,5.0,45.0
194.1601858,-71.89631643,-242.0651244,23.52660561,5.0,45.0
191.213156,-72.02406901,-237.7087219,23.52660561,5.0,45.0
188.3134412,-72.12769734,-233.6810888,23.62677193,5.0,45.0
185.3369831,-72.30844608,-229.9197963,23.72664642,5.0,45.0
182.3811096,-72.45123847,-226.2364309,23.82665634,5.0,45.0
179.5935578,-72.28182434,-222.5522327,23.92658806,5.0,45.0
176.8385209,-71.80256333,-218.8646912,24.02662849,5.0,45.0
173.9630544,-71.16025233,-215.2218294,24.12660408,5.0,45.0
171.0031876,-70.53870253,-211.5742658,24.22649384,5.0,45.0
167.9380146,-70.14417135,-207.9484808,24.22649384,5.0,45.0
164.7843483,-70.15231598,-204.5513419,24.32661819,5.0,45.0
161.6799001,-70.37705472,-201.2053024,24.42651939,5.0,45.0
158.5686866,-70.68723077,-197.5342072,24.52655983,5.0,45.0
155.4805773,-71.01885065,-193.6638089,24.62665558,5.0,45.0
152.5266683,-71.05033674,-189.9543489,24.72653008,5.0,45.0
149.6864056,-70.84997871,-186.4512212,24.82676315,5.0,45.0
146.9430172,-70.55433928,-183.0423317,24.82676315,5.0,45.0
144.2461727,-70.02553446,-179.5995779,24.92667198,5.0,45.0
141.6265889,-69.44590958,-175.9404692,25.02647209,5.0,45.0
139.1252824,-69.03850225,-172.1407525,25.1265831,5.0,45.0
136.6271009,-68.88837004,-168.4147335,25.22670937,5.0,45.0
134.0655526,-68.98936261,-164.6785428,25.32662582,5.0,45.0
131.6580061,-69.11873007,-161.0509508,25.42668343,5.0,45.0
129.3292156,-69.09985428,-157.9671997,25.52660751,5.0,45.0
126.6910019,-68.91175752,-155.1534212,25.52660751,5.0,45.0
123.7619262,-68.61823561,-151.9809756,25.62648582,5.0,45.0
120.6839702,-68.29026096,-148.4725346,25.72652626,5.0,45.0
117.5051349,-67.96475826,-144.8714871,25.82649422,5.0,45.0
114.2301161,-67.56429806,-141.2081381,25.92662048,5.0,45.0
110.9022618,-67.05734888,-137.5319372,26.02663994,5.0,45.0
107.7683647,-66.4143562,-133.967393,26.12664604,5.0,45.0
104.9954391,-65.57929887,-130.5738472,26.22664261,5.0,45.0
102.4813071,-64.73395435,-127.2496049,26.22664261,5.0,45.0
100.1091175,-64.10488059,-123.8744628,26.32655144,5.0,45.0
97.75338876,-63.74690339,-120.6286155,26.42649651,5.0,45.0
95.28008804,-63.62503554,-117.6543365,26.52676773,5.0,45.0
92.74446479,-63.66442259,-114.6629076,26.62658691,5.0,45.0
90.21837726,-63.72242407,-111.4657057,26.72667694,5.0,45.0
87.68295282,-63.69645572,-108.2098197,26.82671165,5.0,45.0
85.12599352,-63.64350965,-104.8581481,26.82671165,5.0,45.0
82.46435607,-63.79863291,-101.2365854,26.92670822,5.0,45.0
79.56612512,-64.11482032,-97.47481162,27.0267868,5.0,45.0
76.46648452,-64.22517208,-93.81566123,27.12656975,5.0,45.0
73.21848434,-64.14688769,-90.28311955,27.22608948,5.0,45.0
69.94677175,-64.13021883,-86.71020598,27.3263607,5.0,45.0
66.86525317,-64.21517344,-82.92584615,27.42694092,5.0,45.0
63.97018402,-64.3679605,-79.11957634,27.52691841,5.0,45.0
61.31225221,-64.43684097,-75.58055677,27.52691841,5.0,45.0
58.9354846,-64.29215516,-72.2429219,27.62673378,5.0,45.0
56.6474222,-64.12390415,-69.01016625,27.72645187,5.0,45.0
54.33328723,-64.02548132,-65.84726854,27.82649422,5.0,45.0
52.06408895,-63.93179161,-62.80262474,27.9268856,5.0,45.0
49.7778507,-63.87496252,-59.86014741,28.0263443,5.0,45.0
47.32174186,-63.7151235,-56.88671711,28.12619019,5.0,45.0
44.71422093,-63.35292801,-53.77154171,28.12619019,5.0,45.0
41.82605632,-63.0301917,-50.44044905,28.22668076,5.0,45.0
38.57864379,-62.95959029,-47.00119012,28.32683372,5.0,45.0
35.32822017,-63.0379954,-43.57605987,28.42698288,5.0,45.0
32.35941092,-63.07543329,-40.16144809,28.52669525,5.0,45.0
29.65420232,-63.09677004,-36.55108555,28.62634277,5.0,45.0
27.07600999,-63.17615933,-32.74812666,28.72654915,5.0,45.0
24.52396678,-63.22553293,-29.37288563,28.82670403,5.0,45.0
22.29452074,-63.06975016,-26.68137967,28.82670403,5.0,45.0
20.48492396,-62.75232516,-24.13280074,28.92665291,5.0,45.0
18.64909571,-62.53981464,-21.40445448,29.02618027,5.0,45.0
16.72789772,-62.55401051,-18.51200382,29.12630653,5.0,45.0
14.76307217,-62.57541942,-15.45455894,29.22668076,5.0,45.0
12.48384864,-62.34706409,-12.26551545,29.32699776,5.0,45.0
9.857664835,-61.97126661,-8.964995454,29.42681122,5.0,45.0
7.053781178,-61.55329056,-5.638268037,29.52649117,5.0,45.0
4.210805617,-61.05153478,-2.44434813,29.52649117,5.0,45.0
1.445578023,-60.71385842,0.469822835,29.62652779,5.0,45.0
-1.254726464,-60.71807378,3.20919517,29.72674179,5.0,45.0
-3.957499197,-60.75954148,6.013874872,29.82675362,5.0,45.0
-6.572505938,-60.67486634,8.952307314,29.92644119,5.0,45.0
-9.000661657,-60.58074936,12.03003243,30.02643585,5.0,45.0
-11.2335321,-60.52926516,15.06292473,30.126688,5.0,45.0
-13.30155556,-60.54366914,17.88779858,30.126688,5.0,45.0
-15.33567775,-60.54944448,20.82976065,30.22685623,5.0,45.0
-17.30554847,-60.51447701,24.04747454,30.32678413,5.0,45.0
-19.10558324,-60.60369112,27.16720508,30.42684937,5.0,45.0
-20.91863082,-60.77553087,29.98357598,30.52675438,5.0,45.0
-23.02051615,-60.81596502,32.61710511,30.62669373,5.0,45.0
-25.50992855,-60.72432257,35.3481111,30.7265873,5.0,45.0
-28.20378635,-60.50951647,38.44126971,30.82634926,5.0,45.0
-30.91924556,-60.14765436,41.86673854,30.82634926,5.0,45.0
-33.62586829,-59.81644063,45.44992857,30.92645645,5.0,45.0
-36.26430785,-59.66609853,48.98121663,31.02664375,5.0,45.0
-38.71995304,-59.58497482,52.22027099,31.12655067,5.0,45.0
-40.99470852,-59.40726808,55.1773797,31.22666931,5.0,45.0
-43.2402889,-59.06182359,57.93624219,31.32659531,5.0,45.0
-45.43994332,-58.57259762,60.58601748,31.42660522,5.0,45.0
-47.48061016,-58.02033138,63.33216807,31.42660522,5.0,45.0
-49.32230745,-57.40809663,66.13522328,31.52661705,5.0,45.0
-51.10614052,-56.74563533,68.9868978,31.62649918,5.0,45.0
-52.99537744,-56.19548447,71.96018275,31.72644424,5.0,45.0
-54.82523604,-55.91112049,74.93660562,31.82659531,5.0,45.0
-56.58535388,-55.82326287,77.87438273,31.9267025,5.0,45.0
-58.49767996,-55.78821619,80.85513248,32.0267067,5.0,45.0
-60.65180795,-55.77708938,83.78654157,32.12666702,5.0,45.0
-63.03183427,-55.7404719,86.52037382,32.12666702,5.0,45.0
-65.57332015,-55.6289151,89.32133008,32.22659683,5.0,45.0
-68.20772058,-55.4592441,92.35900332,32.3265686,5.0,45.0
-70.90385277,-55.2093074,95.39395221,32.42669678,5.0,45.0
-73.75642006,-54.96343198,98.36468227,32.52662659,5.0,45.0
-76.64925597,-54.83180389,101.3050536,32.62654495,5.0,45.0
-79.2919907,-54.78333381,103.9912046,32.72660828,5.0,45.0
-81.73823815,-54.78257185,106.3518588,32.82659531,5.0,45.0
-84.10071659,-54.80395754,108.6648457,32.82659531,5.0,45.0
-86.26214367,-54.79359344,110.8721351,32.92672348,5.0,45.0
-88.26318794,-54.60269788,112.8795476,33.02665329,5.0,45.0
-90.19962201,-54.12538418,114.9292114,33.12649155,5.0,45.0
-91.98243618,-53.64192736,117.0892413,33.22664642,5.0,45.0
-93.63697199,-53.45488648,119.4897788,33.32662582,5.0,45.0
-95.37422869,-53.46381503,122.285187,33.42679977,5.0,45.0
-97.37023474,-53.56509609,125.2621978,33.42679977,5.0,45.0
-99.62846926,-53.65167965,128.1494332,33.52680588,5.0,45.0
-101.9445633,-53.62520549,130.9465301,33.62658691,5.0,45.0
-104.0130098,-53.56178386,133.644004,33.72664642,5.0,45.0
-105.7783111,-53.5032295,136.1968281,33.82661438,5.0,45.0
-107.3097038,-53.5376688,138.6217469,33.92659378,5.0,45.0
-108.7546658,-53.56652196,140.8971095,34.02666092,5.0,45.0
-110.3639725,-53.44479791,143.0880038,34.12662125,5.0,45.0
-112.2037808,-53.43755034,145.3782824,34.12662125,5.0,45.0
-114.1241045,-53.63547839,147.910856,34.22665405,5.0,45.0
-115.9168425,-53.77564182,150.7511755,34.32667923,5.0,45.0
-117.7582311,-53.74204355,153.8683675,34.42663193,5.0,45.0
-119.8955884,-53.67106564,156.9538759,34.5266304,5.0,45.0
-122.1171456,-53.64692661,159.7723012,34.6265831,5.0,45.0
-124.1432029,-53.6032265,162.2140546,34.72650146,5.0,45.0
-126.0435385,-53.55306274,164.3097704,34.82668304,5.0,45.0
-127.9032317,-53.62090714,166.5134938,34.82668304,5.0,45.0
-129.6631822,-53.79033568,169.0354834,34.92675781,5.0,45.0
-131.333137,-53.8081572,171.659703,35.02666473,5.0,45.0
-132.8959107,-53.62995923,174.2822364,35.12650299,5.0,45.0
-134.4126,-53.34687798,176.6970993,35.22651291,5.0,45.0
-135.977816,-52.90959606,178.6773228,35.32651901,5.0,45.0
-137.7012144,-52.51296233,180.5631929,35.42673492,5.0,45.0
-139.7007274,-52.33044735,182.6854359,35.42673492,5.0,45.0
