Signal1,Signal2,Signal3,R,H,O
-144.9600101,56.19585766,-91.38545941,11.88352013,11.0,135.0
-144.2572376,55.99342691,-91.77282615,11.98346424,11.0,135.0
-143.6851351,55.91563052,-92.02723992,12.08351326,11.0,135.0
-143.3300454,55.83077,-92.10615769,12.08351326,11.0,135.0
-142.9844086,55.63697668,-91.79653569,12.18345356,11.0,135.0
-142.6860318,55.41490672,-91.17715523,12.28361034,11.0,135.0
-142.4570805,55.29327809,-90.65203018,12.38353825,11.0,135.0
-142.1127905,55.31925371,-90.25270182,12.48332691,11.0,135.0
-141.7113669,55.5243097,-89.84512798,12.58329105,11.0,135.0
-141.3154033,55.76444234,-89.62543862,12.6833725,11.0,135.0
-140.7842991,55.85842904,-89.6049774,12.6833725,11.0,135.0
-140.1700464,55.80381973,-89.35680991,12.78364849,11.0,135.0
-139.6893694,55.63409379,-88.68565421,12.88357449,11.0,135.0
-139.3865415,55.45259222,-87.96467984,12.98346138,11.0,135.0
-139.1505818,55.21885847,-87.53654686,13.08358383,11.0,135.0
-138.7830013,54.73437376,-87.21322276,13.18340778,11.0,135.0
-138.2578879,54.04014219,-86.81722108,13.28339386,11.0,135.0
-137.6683666,53.30878585,-86.26555916,13.38339138,11.0,135.0
-137.0984864,52.56657366,-85.58685432,13.38339138,11.0,135.0
-136.6342417,51.76736835,-85.12791822,13.48314953,11.0,135.0
-136.0743204,50.97131219,-84.87574732,13.58350563,11.0,135.0
-135.2510158,50.22866645,-84.68538401,13.68371677,11.0,135.0
-134.3825389,49.47283987,-84.64725356,13.78361797,11.0,135.0
-133.8021901,48.7173828,-84.688865,13.88360977,11.0,135.0
-133.5336235,48.08791002,-84.61842867,13.98338318,11.0,135.0
-133.2754072,47.80421085,-84.48747096,13.98338318,11.0,135.0
-132.9206422,47.8968487,-84.34139414,14.08335686,11.0,135.0
-132.5258127,48.14913034,-83.96941881,14.1836071,11.0,135.0
-132.0720314,48.34007705,-83.3416745,14.28348064,11.0,135.0
-131.6872142,48.32399667,-82.55526068,14.38321209,11.0,135.0
-131.4756413,48.280614,-81.81857427,14.48348808,11.0,135.0
-131.1414257,48.34614689,-81.49778686,14.58369923,11.0,135.0
-130.4781349,48.37240584,-81.46625099,14.68357944,11.0,135.0
-129.7146506,48.21741439,-81.320902,14.68357944,11.0,135.0
-128.9882353,47.90424532,-81.15644977,14.78355122,11.0,135.0
-128.2972605,47.60297638,-81.06565731,14.88328934,11.0,135.0
-127.521413,47.36264793,-80.94498584,14.98339939,11.0,135.0
-126.4834087,47.09583712,-80.89157175,15.08352947,11.0,135.0
-125.3487182,46.90596192,-80.75467701,15.18344879,11.0,135.0
-124.4130806,46.95511319,-80.37512536,15.28326321,11.0,135.0
-123.7758342,47.05261101,-80.07852346,15.38333988,11.0,135.0
-123.4441483,46.97189676,-79.89325883,15.38333988,11.0,135.0
-123.2726341,46.77399295,-79.5278988,15.48357964,11.0,135.0
-122.9792406,46.62013322,-79.15663859,15.5836544,11.0,135.0
-122.5344173,46.41115929,-78.95305827,15.68346119,11.0,135.0
-122.0766507,45.96086024,-78.80206279,15.783535,11.0,135.0
-121.7125351,45.44572593,-78.74662082,15.8835516,11.0,135.0
-121.2932555,45.14773668,-78.83931605,15.98342419,11.0,135.0
-120.4912517,45.06519398,-78.94394089,15.98342419,11.0,135.0
-119.533642,44.99403274,-78.87454345,16.08351517,11.0,135.0
-118.8151618,44.8128075,-78.60584952,16.18346405,11.0,135.0
-118.303923,44.56211549,-78.19432327,16.28340149,11.0,135.0
-117.8361231,44.29590884,-77.70747018,16.38349342,11.0,135.0
-117.2828659,43.94433877,-77.28157107,16.48361206,11.0,135.0
-116.6008235,43.51042121,-76.98264257,16.58346558,11.0,135.0
-115.8456919,43.01941377,-76.71123962,16.68350029,11.0,135.0
-115.1650759,42.46025015,-76.34520955,16.68350029,11.0,135.0
-114.5612828,41.96776211,-76.00747434,16.78356743,11.0,135.0
-113.9119268,41.69367922,-75.72193536,16.8835125,11.0,135.0
-113.3140777,41.60803445,-75.36495642,16.98363304,11.0,135.0
-112.7986725,41.56744059,-75.18763212,17.08351517,11.0,135.0
-112.2928926,41.64693651,-75.33183536,17.18347359,11.0,135.0
-111.999868,41.80124908,-75.41164221,17.28351021,11.0,135.0
-112.021928,41.79911553,-75.18739774,17.28351021,11.0,135.0
-111.9940586,41.65830853,-74.92350421,17.38344193,11.0,135.0
-111.5869245,41.45390516,-74.85488327,17.48364067,11.0,135.0
-110.9116345,41.17307583,-74.80324687,17.58340836,11.0,135.0
-110.2050111,40.80545954,-74.51560992,17.68326187,11.0,135.0
-109.5479081,40.51527147,-73.96980716,17.78339767,11.0,135.0
-109.0185052,40.4235967,-73.32133115,17.8833847,11.0,135.0
-108.5550496,40.33540774,-72.71530273,17.9836216,11.0,135.0
-107.9776389,40.16805804,-72.19925,17.9836216,11.0,135.0
-107.2374488,40.00406104,-71.7279009,18.08356094,11.0,135.0
-106.2895846,39.81421829,-71.41325413,18.18347931,11.0,135.0
-105.2438824,39.57690054,-71.48494538,18.28341484,11.0,135.0
-104.1799153,39.33697929,-71.77866745,18.38345337,11.0,135.0
-103.1422852,39.18998066,-72.02516539,18.48347092,11.0,135.0
-102.2902628,39.06763824,-72.07772205,18.58353233,11.0,135.0
-101.5879144,38.91434726,-71.74458263,18.58353233,11.0,135.0
-100.9430743,38.8139684,-71.15157276,18.68351173,11.0,135.0
-100.3712044,38.68253548,-70.72932258,18.78337479,11.0,135.0
-99.90528404,38.54498091,-70.46731821,18.88349724,11.0,135.0
-99.52783783,38.41542458,-70.1165503,18.98357773,11.0,135.0
-99.17935915,38.22729963,-69.77553127,19.08340263,11.0,135.0
-98.7624953,38.13220322,-69.46734804,19.18354797,11.0,135.0
-98.26718804,38.12813636,-69.06559933,19.28345299,11.0,135.0
-97.80785492,37.95744808,-68.58721311,19.28345299,11.0,135.0
-97.31408551,37.6410541,-68.06683572,19.38349724,11.0,135.0
-96.71451855,37.38887701,-67.61125268,19.48351479,11.0,135.0
-96.20719943,37.16266934,-67.43561999,19.5833683,11.0,135.0
-95.84412288,36.98790534,-67.4777421,19.68362427,11.0,135.0
-95.45499255,36.78319733,-67.39180054,19.78358269,11.0,135.0
-94.98908577,36.33171831,-67.07368229,19.88337517,11.0,135.0
-94.57125173,35.80935167,-66.75233595,19.98360252,11.0,135.0
-94.29042116,35.3237111,-66.55451331,19.98360252,11.0,135.0
-93.98449418,34.80276671,-66.49208672,20.08361626,11.0,135.0
-93.42770388,34.31351585,-66.59056415,20.18356514,11.0,135.0
-92.68471224,33.89558651,-66.66248914,20.28368568,11.0,135.0
-91.98471986,33.6263459,-66.4413202,20.38362885,11.0,135.0
-91.53322963,33.47592034,-65.98743513,20.48344803,11.0,135.0
-91.285772,33.27362676,-65.49051064,20.58346176,11.0,135.0
-90.99944083,32.96576869,-64.98308541,20.58346176,11.0,135.0
-90.72276449,32.68151989,-64.4711591,20.68338203,11.0,135.0
-90.41609929,32.61353894,-64.08757886,20.78280258,11.0,135.0
-89.81267518,32.54849523,-63.87626284,20.88297081,11.0,135.0
-88.89078236,32.34464406,-63.66931085,20.9835701,11.0,135.0
-87.83338703,32.37587828,-63.40110079,21.08393097,11.0,135.0
-86.85305766,32.65274079,-62.99981752,21.18369293,11.0,135.0
-86.06571063,32.82348766,-62.43113869,21.2832737,11.0,135.0
-85.4717425,32.89234203,-61.84755535,21.2832737,11.0,135.0
-85.0095437,33.04676766,-61.40003984,21.3832283,11.0,135.0
-84.67151152,33.37080872,-60.97316976,21.48351288,11.0,135.0
-84.4116147,33.77208084,-60.4281253,21.58372307,11.0,135.0
-84.06945408,33.96227008,-59.86879091,21.68273735,11.0,135.0
-83.52724118,33.94751795,-59.3212041,21.78316307,11.0,135.0
-82.77940476,33.87625914,-58.88896244,21.88381958,11.0,135.0
-82.05425425,33.62640079,-58.61088841,21.88381958,11.0,135.0
-81.54162386,33.19024311,-58.33762632,21.98402786,11.0,135.0
-81.1268225,32.70425938,-58.04760866,22.0836525,11.0,135.0
-80.59296312,32.2082214,-57.81941786,22.1831398,11.0,135.0
-79.82317273,31.7103226,-57.58507444,22.28321266,11.0,135.0
-78.90084746,31.30004403,-57.17410955,22.38356209,11.0,135.0
-77.92453879,31.08587921,-56.62740246,22.48386002,11.0,135.0
-76.93895403,30.94145289,-56.09944836,22.58318138,11.0,135.0
-76.234842,30.64555965,-55.67022828,22.58318138,11.0,135.0
-76.04728424,30.26727611,-55.35327405,22.68292809,11.0,135.0
-76.02683976,29.90810507,-55.14795999,22.78358459,11.0,135.0
-75.8816407,29.58998539,-54.98851277,22.883955,11.0,135.0
-75.77065743,29.44084204,-54.86469712,22.98383713,11.0,135.0
-75.73406602,29.38155155,-54.87171101,23.08366203,11.0,135.0
-75.62345503,29.11796375,-54.88875837,23.18349838,11.0,135.0
-75.39496981,28.6714401,-54.84696805,23.18349838,11.0,135.0
-75.00303624,28.40137854,-54.82430358,23.28352928,11.0,135.0
-74.38557993,28.37940022,-54.74786167,23.38365173,11.0,135.0
-73.68184653,28.32527339,-54.69208395,23.48357201,11.0,135.0
-72.90013802,28.17959691,-54.60616396,23.58345985,11.0,135.0
-71.99249435,27.99595628,-54.18160624,23.68350601,11.0,135.0
-71.20380131,27.76298918,-53.48317248,23.78351593,11.0,135.0
-70.67633459,27.62731929,-52.77716678,23.88355255,11.0,135.0
-70.31387111,27.74537409,-52.27818902,23.88355255,11.0,135.0
-69.9833343,28.09544954,-52.01799251,23.98354721,11.0,135.0
-69.50392185,28.56719035,-51.69590455,24.08342934,11.0,135.0
-68.81730531,28.94027699,-51.25963419,24.18355942,11.0,135.0
-68.23383801,29.06591837,-50.9254632,24.28333092,11.0,135.0
-67.86545549,29.05555726,-50.58892899,24.38324165,11.0,135.0
-67.5885817,28.94580275,-50.11985415,24.48338318,11.0,135.0
-67.34232407,28.66138009,-49.62931959,24.58337784,11.0,135.0
-66.79130707,28.26217611,-49.09891175,24.58337784,11.0,135.0
-65.80621922,27.85760911,-48.68442892,24.68359375,11.0,135.0
-64.79962521,27.50562229,-48.60427324,24.78363037,11.0,135.0
-64.06731838,27.14722849,-48.70312884,24.88341904,11.0,135.0
-63.53295499,26.5394498,-48.7673272,24.98340797,11.0,135.0
-63.12994902,25.699347,-48.47783853,25.08334541,11.0,135.0
-62.85587075,25.06870684,-47.73459273,25.18346596,11.0,135.0
-62.62960587,24.86598022,-46.8500976,25.18346596,11.0,135.0
-62.34428902,24.89441552,-46.02075183,25.28363609,11.0,135.0
-61.9481971,24.92963665,-45.32118524,25.38341331,11.0,135.0
-61.42934842,24.74794545,-44.76271144,25.48338318,11.0,135.0
-60.88813906,24.2463613,-44.34539586,25.58361053,11.0,135.0
-60.5270954,23.70724385,-44.15991684,25.68357277,11.0,135.0
-60.38101114,23.41934739,-44.26939132,25.78343582,11.0,135.0
-60.28989943,23.26896377,-44.48656704,25.88344383,11.0,135.0
-60.16041374,23.09513225,-44.58411327,25.88344383,11.0,135.0
-59.90296194,22.99934305,-44.50087032,25.9833622,11.0,135.0
-59.37174523,23.0196518,-44.10651034,26.08356476,11.0,135.0
-58.66325868,22.98173546,-43.49395877,26.18373489,11.0,135.0
-57.98342534,22.83780467,-42.98876447,26.28329086,11.0,135.0
-57.35515851,22.80438099,-42.67265479,26.38308144,11.0,135.0
-56.7123412,22.91559987,-42.46816729,26.48329544,11.0,135.0
-56.01793097,23.02665271,-42.48732901,26.48329544,11.0,135.0
-55.2398541,22.97233746,-42.68646265,26.58373833,11.0,135.0
-54.44962594,22.70318214,-42.60714663,26.68385887,11.0,135.0
-53.77863512,22.4128669,-42.24667927,26.7833786,11.0,135.0
-53.28115711,22.20126363,-41.9304885,26.88331985,11.0,135.0
-53.05186695,21.97246679,-41.47918464,26.98376274,11.0,135.0
-53.13607783,21.57790437,-40.90345198,27.08373833,11.0,135.0
-53.33060175,21.02543626,-40.53244409,27.18309402,11.0,135.0
-53.37460883,20.43940524,-40.28306661,27.18309402,11.0,135.0
-53.13722085,19.99169159,-40.00808864,27.28321075,11.0,135.0
-52.70616851,19.79681949,-39.73593268,27.38347054,11.0,135.0
-52.32279341,19.84202161,-39.49529561,27.48396492,11.0,135.0
-51.92257563,20.03687893,-39.41989671,27.58384895,11.0,135.0
-51.39090289,20.22457429,-39.50732541,27.68367577,11.0,135.0
-50.85962306,20.27811954,-39.56787107,27.78346252,11.0,135.0
-50.30528276,20.1486634,-39.48549304,27.8835144,11.0,135.0
-49.74028581,19.81982383,-39.10426549,27.8835144,11.0,135.0
-49.17340236,19.32640706,-38.41636343,27.98359871,11.0,135.0
-48.40949109,18.81902994,-37.68859159,28.08349419,11.0,135.0
-47.57474301,18.40615497,-37.03094331,28.18333817,11.0,135.0
-46.94097554,18.19558351,-36.38222818,28.28351593,11.0,135.0
-46.42085244,18.22384242,-35.78400146,28.38359451,11.0,135.0
-45.78570331,18.2256024,-35.25743653,28.48348618,11.0,135.0
-45.15428383,17.95322841,-34.90731434,28.48348618,11.0,135.0
-44.69664129,17.4166308,-34.88166189,28.58352661,11.0,135.0
-44.15726795,16.79259579,-35.10657915,28.68344879,11.0,135.0
-43.50921472,16.37131371,-35.43156886,28.78339005,11.0,135.0
-43.09651627,16.24952096,-35.61436125,28.88344002,11.0,135.0
-42.88460352,16.26895646,-35.55112069,28.98352623,11.0,135.0
-42.53066237,16.3874499,-35.44422049,29.0834713,11.0,135.0
-41.92454322,16.55244436,-35.33884113,29.18354988,11.0,135.0
-41.32788931,16.58365709,-35.17845315,29.18354988,11.0,135.0
-41.02620486,16.44009282,-35.18107068,29.2834301,11.0,135.0
-40.87638224,16.19553921,-35.37742683,29.38329124,11.0,135.0
-40.6258447,15.91359659,-35.51221833,29.48352242,11.0,135.0
-40.34796881,15.78650169,-35.60402443,29.58353043,11.0,135.0
-40.25596019,15.77765079,-35.66708097,29.68350983,11.0,135.0
-40.32712023,15.56698173,-35.5599344,29.783535,11.0,135.0
-40.32092815,15.25205168,-35.37859557,29.783535,11.0,135.0
-40.24368897,15.07268225,-35.13519452,29.88350677,11.0,135.0
-40.16583149,15.0073537,-34.70827646,29.98352623,11.0,135.0
-39.75029481,15.11733966,-34.11065437,30.08347321,11.0,135.0
-38.99263376,15.4408459,-33.41431039,30.18344879,11.0,135.0
-38.17982907,15.80333953,-32.70672705,30.28355408,11.0,135.0
-37.34120184,16.04440045,-31.92146368,30.38349152,11.0,135.0
-36.58494314,16.01173087,-31.26433779,30.48354912,11.0,135.0
-35.76781167,15.61709646,-31.05593372,30.48354912,11.0,135.0
-34.84481942,15.15336309,-30.94909418,30.58365822,11.0,135.0
-34.14224857,14.9573523,-30.68328589,30.68346786,11.0,135.0
-33.57571765,14.81230784,-30.46574615,30.78332901,11.0,135.0
-32.90904074,14.45568164,-30.3812537,30.88339996,11.0,135.0
-32.32880604,14.02118987,-30.27335952,30.98327827,11.0,135.0
-32.0710514,13.8078458,-30.0596379,31.08351707,11.0,135.0
-31.96380359,13.90269351,-29.90162017,31.08351707,11.0,135.0
-31.77895944,14.01643254,-29.73727472,31.18355942,11.0,135.0
-31.5963316,13.87184926,-29.45299718,31.28345299,11.0,135.0
-31.4348356,13.47124169,-29.07586381,31.3833828,11.0,135.0
-31.08124484,13.01516782,-28.57265325,31.48339653,11.0,135.0
-30.47610739,12.54580793,-28.07566891,31.58345032,11.0,135.0
-29.94456252,12.05307216,-27.64144404,31.68346024,11.0,135.0
-29.54415581,11.64673551,-27.12912447,31.78347015,11.0,135.0
-28.99679745,11.05823561,-26.67007372,31.78347015,11.0,135.0
-28.36606244,10.21453288,-26.55380117,31.88334846,11.0,135.0
-27.68419403,9.63816304,-26.67149233,31.98350906,11.0,135.0
-26.90952061,9.410085677,-26.68328176,32.08360672,11.0,135.0
-26.20999241,9.259331326,-26.51871805,32.18353271,11.0,135.0
-25.73821279,9.136618927,-26.31873278,32.28352737,11.0,135.0
-25.46348829,9.076976087,-26.11882483,32.38340759,11.0,135.0
-25.29350533,9.131973069,-25.87810348,32.48339844,11.0,135.0
-25.17706165,9.252697696,-25.6279467,32.48339844,11.0,135.0
-24.92575114,9.182969036,-25.44970165,32.58361435,11.0,135.0
-24.53108531,8.759439377,-25.38103299,32.6835556,11.0,135.0
-24.14326654,8.078460983,-25.31786645,32.78350449,11.0,135.0
-23.68910198,7.454874629,-25.18213975,32.88351822,11.0,135.0
-23.06833188,7.1380081,-24.99032192,32.98343658,11.0,135.0
-22.29630156,6.980327024,-24.6513654,33.08364105,11.0,135.0
-21.4647672,6.758677649,-24.13577048,33.08364105,11.0,135.0
-20.62892298,6.426792001,-23.5999286,33.18351364,11.0,135.0
-19.90718202,6.039324557,-23.22364708,33.28342056,11.0,135.0
-19.42945766,5.736992494,-22.99910776,33.38354874,11.0,135.0
-19.18475012,5.597797986,-22.62822446,33.48345947,11.0,135.0
-19.0531401,5.543039257,-22.15463877,33.58362198,11.0,135.0
-18.801336,5.553454241,-21.81533921,33.68356705,11.0,135.0
-18.42073296,5.636722048,-21.47889569,33.7833786,11.0,135.0
-18.01450558,5.655084976,-21.0905513,33.7833786,11.0,135.0
-17.62976645,5.464239278,-20.79401888,33.88347244,11.0,135.0
-17.22412147,5.051565884,-20.64040938,33.98343658,11.0,135.0
-16.70213692,4.473745443,-20.61884924,34.08351517,11.0,135.0
-16.31568009,3.89303005,-20.73177472,34.18359375,11.0,135.0
-16.10620041,3.379709891,-20.91878682,34.28354263,11.0,135.0
-15.8961772,2.807161304,-21.05056103,34.38344955,11.0,135.0
-15.80340837,2.256681551,-20.99219765,34.38344955,11.0,135.0
-15.85565669,1.90346133,-20.74240079,34.4835434,11.0,135.0
-15.97307844,1.687945486,-20.43334765,34.58351517,11.0,135.0
-15.97035783,1.421867648,-20.06391726,34.68336868,11.0,135.0
-15.63987518,1.064644086,-19.57596827,34.78348541,11.0,135.0
-14.9854075,0.698910713,-19.05218495,34.88356018,11.0,135.0
-14.12065519,0.365703372,-18.59709687,34.98350906,11.0,135.0
-13.1788527,0.170450037,-18.27122843,35.0835495,11.0,135.0
-12.36949146,0.100078447,-18.02081117,35.0835495,11.0,135.0
