Signal1,Signal2,Signal3,R,H,O
-707.5605412,138.0362261,140.4477903,10.40350914,5.0,180.0
-702.1685824,137.2122575,138.6422447,10.50346184,5.0,180.0
-696.7574886,136.4330652,137.0164183,10.60352612,5.0,180.0
-691.4231695,135.54327,135.2746947,10.70364761,5.0,180.0
-686.3735003,134.6309412,133.5426175,10.80351639,5.0,180.0
-681.5545983,133.7512857,132.0739862,10.90360832,5.0,180.0
-676.8312748,132.7794326,130.8181045,10.90360832,5.0,180.0
-672.0548889,131.7135911,129.6947676,11.00345325,5.0,180.0
-667.1043798,130.715612,128.5861754,11.10342121,5.0,180.0
-661.9988327,129.6995195,127.2232003,11.20351315,5.0,180.0
-656.917229,128.4858096,125.7184487,11.30339718,5.0,180.0
-652.0026014,127.1602104,124.4248347,11.4034853,5.0,180.0
-647.1090893,125.970288,123.2581857,11.50354195,5.0,180.0
-642.0469618,124.973548,122.0197825,11.60348225,5.0,180.0
-636.8232152,124.1272649,120.7073476,11.60348225,5.0,180.0
-631.5226016,123.3834816,119.285644,11.70364094,5.0,180.0
-626.0207985,122.6383397,117.7083864,11.80354118,5.0,180.0
-620.1322945,121.9100376,115.9390373,11.90336704,5.0,180.0
-613.976185,121.2846459,114.0235146,12.00347805,5.0,180.0
-608.0187389,120.5937602,112.069358,12.10350895,5.0,180.0
-602.560217,119.649609,110.2311099,12.20368195,5.0,180.0
-597.3882894,118.6870118,108.5731174,12.20368195,5.0,180.0
-592.4976167,117.8548677,106.9741671,12.30361176,5.0,180.0
-587.9747268,117.0503788,105.3444348,12.40347099,5.0,180.0
-583.4720063,116.2295255,103.6164291,12.50341225,5.0,180.0
-578.6411795,115.3262376,101.8655039,12.60353279,5.0,180.0
-573.4368579,114.3654113,100.4447749,12.70350075,5.0,180.0
-568.0381199,113.4603268,99.38413717,12.80349731,5.0,180.0
-562.629758,112.4344785,98.29142518,12.90345097,5.0,180.0
-557.2910497,111.1984628,97.02584982,12.90345097,5.0,180.0
-551.9273617,109.9675893,95.68380224,13.00355721,5.0,180.0
-546.4235757,108.8150621,94.40486513,13.10362816,5.0,180.0
-540.9176744,107.6284338,93.13125198,13.20351124,5.0,180.0
-535.5014542,106.3223474,91.52558984,13.30335331,5.0,180.0
-530.0668155,105.0234526,89.64988108,13.40343571,5.0,180.0
-524.4629241,103.9100243,87.94629214,13.5034647,5.0,180.0
-518.722907,102.89382,86.51783218,13.60348797,5.0,180.0
-513.20979,101.8352619,85.24059466,13.60348797,5.0,180.0
-508.1591117,100.8552965,84.03136301,13.70344353,5.0,180.0
-503.4276682,100.0012857,82.83921988,13.80328274,5.0,180.0
-498.9195943,99.14992859,81.6913404,13.9035387,5.0,180.0
-494.551235,98.24946461,80.619342,14.00360107,5.0,180.0
-490.1026614,97.37556687,79.63700912,14.10351467,5.0,180.0
-485.5621712,96.59637689,78.66529283,14.20360756,5.0,180.0
-480.9188549,95.86733611,77.49887661,14.20360756,5.0,180.0
-475.9425099,95.03687844,76.01464589,14.30338097,5.0,180.0
-470.5296515,94.04504152,74.36298285,14.40348339,5.0,180.0
-465.0139206,93.00908948,72.93200323,14.50360107,5.0,180.0
-459.7286507,91.95014545,71.67371198,14.60340118,5.0,180.0
-454.6126932,90.85643428,70.25194547,14.70329762,5.0,180.0
-449.6473187,89.80432062,68.8487731,14.80341053,5.0,180.0
-444.9434525,88.89471138,67.59719417,14.9034462,5.0,180.0
-440.5822547,88.27341624,66.41630415,14.9034462,5.0,180.0
-436.4094112,88.07455241,65.28323631,15.00346565,5.0,180.0
-432.1698097,88.15906184,64.17992916,15.1035347,5.0,180.0
-427.9656249,88.18217286,63.11676911,15.20343971,5.0,180.0
-423.9890691,88.03735068,61.95539304,15.30354118,5.0,180.0
-420.172553,87.83536966,60.64937256,15.40350914,5.0,180.0
-416.2684476,87.5691785,59.23953282,15.50315952,5.0,180.0
-412.0940297,87.04189136,57.75621506,15.50315952,5.0,180.0
-407.6556541,86.35620656,56.3241907,15.6028986,5.0,180.0
-403.0577266,85.85346419,54.84421644,15.7033453,5.0,180.0
-398.385915,85.49619751,53.21219972,15.80370998,5.0,180.0
-393.6470367,85.02732198,51.71612021,15.90377617,5.0,180.0
-388.7188202,84.32107342,50.45394255,16.00363159,5.0,180.0
-383.6049448,83.5434791,49.08885917,16.10341835,5.0,180.0
-378.4787008,82.89409255,47.52830905,16.20356369,5.0,180.0
-373.4712923,82.40203607,45.96557192,16.20356369,5.0,180.0
-368.7665518,82.04097709,44.51730417,16.30360794,5.0,180.0
-364.4412325,81.68573143,43.20983866,16.4034977,5.0,180.0
-360.3276074,81.21168025,41.85452242,16.50358009,5.0,180.0
-356.2792027,80.6451712,40.33425724,16.60361671,5.0,180.0
-352.3139035,80.10506274,38.92271904,16.70355225,5.0,180.0
-348.3356596,79.56007351,37.75175541,16.80357933,5.0,180.0
-344.1426251,78.87655534,36.62097211,16.90348625,5.0,180.0
-339.6028767,78.06983834,35.43587117,16.90348625,5.0,180.0
-334.7888004,77.26503513,34.14739539,17.00361443,5.0,180.0
-329.9130944,76.52631891,32.69605489,17.10360527,5.0,180.0
-324.9020581,75.81246736,31.18417386,17.20339966,5.0,180.0
-319.7599301,75.05418963,29.78435435,17.3035717,5.0,180.0
-314.6762639,74.31010657,28.65502654,17.40348244,5.0,180.0
-309.6299866,73.61988042,27.70178848,17.50362396,5.0,180.0
-304.6215398,72.89617455,26.59335103,17.50362396,5.0,180.0
-299.683111,72.07881408,25.31379511,17.60344505,5.0,180.0
-294.8334999,71.24075806,24.1609668,17.70321083,5.0,180.0
-290.1971473,70.52415842,23.1399213,17.80343437,5.0,180.0
-285.8766351,69.67597879,22.19260516,17.90348434,5.0,180.0
-281.7542294,68.50119516,21.4211749,18.00362015,5.0,180.0
-277.4647319,67.2709191,20.71634452,18.10364723,5.0,180.0
-272.7406107,66.20990758,19.87368381,18.2035408,5.0,180.0
-267.6982265,65.35625948,18.92949506,18.2035408,5.0,180.0
-262.5592823,64.66711189,18.01169235,18.30343628,5.0,180.0
-257.2504847,64.06524536,17.04713696,18.40342331,5.0,180.0
-251.5845852,63.39055608,16.03436208,18.50344086,5.0,180.0
-245.6871127,62.51632268,15.06888869,18.60349464,5.0,180.0
-239.823149,61.48921004,14.12368542,18.70349884,5.0,180.0
-234.1210424,60.44230606,13.14829746,18.80336571,5.0,180.0
-228.6973914,59.47613109,12.14014988,18.80336571,5.0,180.0
-223.5542165,58.68914494,11.042434,18.90341568,5.0,180.0
-218.5995368,58.06545006,9.865697253,19.00355721,5.0,180.0
-213.9665762,57.55467215,8.790761297,19.10362816,5.0,180.0
-209.6325127,57.04651003,7.881392395,19.20353889,5.0,180.0
-205.2608511,56.44109709,6.963413621,19.30343628,5.0,180.0
-200.5952812,55.8833818,5.887241458,19.40339661,5.0,180.0
-195.5713381,55.41106813,4.691047942,19.50352287,5.0,180.0
-190.4346744,54.86674865,3.426364967,19.50352287,5.0,180.0
-185.4169805,54.08574123,2.061426456,19.60354996,5.0,180.0
-180.4996201,53.19777833,0.554356302,19.70347786,5.0,180.0
-175.6638412,52.58661506,-0.921881656,19.80354881,5.0,180.0
-170.8863404,52.15972512,-2.318532656,19.90349579,5.0,180.0
-166.0783482,51.54013332,-3.782525221,20.00345421,5.0,180.0
-161.1276063,50.82541365,-5.212941867,20.1036377,5.0,180.0
-155.9456155,50.19011108,-6.581869279,20.1036377,5.0,180.0
-150.5605678,49.59013979,-7.880656193,20.20343208,5.0,180.0
-145.2857033,48.93658304,-9.017186411,20.30364799,5.0,180.0
-140.4504268,48.11219106,-10.16308006,20.40359879,5.0,180.0
-135.9267994,47.28039945,-11.51636271,20.50345039,5.0,180.0
-131.4731287,46.50712391,-12.88855201,20.60352516,5.0,180.0
-127.1475731,45.49494674,-13.94028769,20.70344162,5.0,180.0
-122.9702488,44.33740527,-14.65638366,20.80335236,5.0,180.0
-118.724097,43.39855965,-15.2424421,20.80335236,5.0,180.0
-114.3556937,42.61635185,-15.99280363,20.90354729,5.0,180.0
-109.9469462,41.75098409,-17.32022657,21.00348282,5.0,180.0
-105.3388535,40.82926901,-19.03359967,21.103405,5.0,180.0
-100.3726568,39.91306863,-20.44598911,21.20343208,5.0,180.0
-95.16157076,38.88145297,-21.57855049,21.30345345,5.0,180.0
-89.85775045,37.69351301,-22.85709882,21.40349388,5.0,180.0
-84.55050241,36.55738821,-24.39113759,21.50351715,5.0,180.0
-79.38987735,35.69661863,-26.11221804,21.50351715,5.0,180.0
-74.56105993,35.07730817,-27.66518246,21.60339546,5.0,180.0
-70.124798,34.52693209,-28.67791472,21.70364952,5.0,180.0
-65.86820142,34.00213279,-29.30948015,21.80378532,5.0,180.0
-61.50735613,33.57416267,-29.80782008,21.90353203,5.0,180.0
-57.16542211,33.33421456,-30.25465333,22.00275612,5.0,180.0
-53.05657317,33.17853778,-30.95566969,22.10287094,5.0,180.0
-48.91683907,32.89983085,-32.1148637,22.10287094,5.0,180.0
-44.49185363,32.4922723,-33.44768682,22.20349312,5.0,180.0
-39.86515071,31.91666881,-34.63616296,22.30374718,5.0,180.0
-35.08972745,30.97427818,-35.70424246,22.40362358,5.0,180.0
-30.21376027,29.71455756,-36.74011753,22.50338554,5.0,180.0
-25.38986453,28.49107774,-37.67594259,22.60337257,5.0,180.0
-20.72497132,27.52864572,-38.63748286,22.70357704,5.0,180.0
-16.2070812,26.81356258,-39.88040487,22.80357933,5.0,180.0
-11.82628061,26.07187153,-41.35771167,22.80357933,5.0,180.0
-7.657773116,25.09822401,-42.81685799,22.90334892,5.0,180.0
-3.535890851,23.97962408,-44.0798476,23.00325775,5.0,180.0
0.720705461,22.82919502,-45.30538414,23.10362816,5.0,180.0
4.823131848,21.74665912,-46.57199285,23.20373344,5.0,180.0
8.571359247,20.74690997,-47.60583887,23.3035717,5.0,180.0
12.31785063,19.9448522,-48.41516804,23.4036274,5.0,180.0
16.41489176,19.44476289,-49.24021095,23.4036274,5.0,180.0
20.76630467,18.9230184,-49.94081675,23.50351524,5.0,180.0
25.05965261,18.25751519,-50.41520177,23.60357094,5.0,180.0
29.21854255,17.73943714,-50.92071256,23.70354843,5.0,180.0
33.36436487,17.36926611,-51.43772205,23.80346489,5.0,180.0
37.64774112,16.99942662,-51.99867688,23.90343857,5.0,180.0
42.26371081,16.52311395,-52.76775969,24.00352669,5.0,180.0
47.09708234,15.90426637,-53.52270909,24.10358238,5.0,180.0
51.92980334,15.20448533,-54.26899733,24.10358238,5.0,180.0
56.70161806,14.50776368,-55.36769978,24.20344162,5.0,180.0
61.22898372,13.87802807,-56.70614186,24.30338097,5.0,180.0
65.40554867,13.26373076,-57.76292808,24.40340424,5.0,180.0
69.31110619,12.73710235,-58.49751956,24.50354958,5.0,180.0
73.05921881,12.15513062,-59.24429177,24.60355759,5.0,180.0
76.63042322,11.16551107,-59.98234354,24.70331573,5.0,180.0
80.10707804,9.904473686,-60.74080648,24.70331573,5.0,180.0
83.81662435,8.796625807,-61.62724585,24.80338097,5.0,180.0
87.73055899,8.007012371,-62.4310894,24.90337181,5.0,180.0
91.61688742,7.325347739,-63.1880565,25.00349808,5.0,180.0
95.41905415,6.511487424,-64.15829611,25.1035347,5.0,180.0
99.33681526,5.688816151,-65.49612837,25.20346069,5.0,180.0
103.6019293,5.132609987,-67.18921437,25.30350113,5.0,180.0
107.956605,4.696853392,-68.9809209,25.40353584,5.0,180.0
112.0705721,3.962482907,-70.54815128,25.40353584,5.0,180.0
115.892278,3.009965791,-71.74886508,25.50358963,5.0,180.0
119.5392875,2.193149164,-72.70960953,25.60340118,5.0,180.0
123.1217064,1.54344343,-73.53271661,25.70306587,5.0,180.0
126.6463353,0.864658581,-74.17930347,25.8032074,5.0,180.0
130.2312491,0.100268069,-74.69452365,25.90358543,5.0,180.0
133.8757976,-0.550065675,-75.21211993,26.0036869,5.0,180.0
137.437622,-1.099258891,-75.73873789,26.10367775,5.0,180.0
140.9569652,-1.651883579,-76.23098652,26.10367775,5.0,180.0
144.6378108,-2.078592596,-76.82023503,26.20347595,5.0,180.0
148.4457563,-2.451235822,-77.57122344,26.30352783,5.0,180.0
152.1172742,-3.050104959,-78.43766325,26.40353775,5.0,180.0
155.7315329,-3.842183166,-79.25756986,26.50336456,5.0,180.0
159.2854978,-4.569484555,-79.91517375,26.60265541,5.0,180.0
162.5306576,-5.099901144,-80.60934612,26.70313454,5.0,180.0
165.6558522,-5.45462342,-81.44077095,26.70313454,5.0,180.0
169.0593167,-5.830647783,-82.42209715,26.8039856,5.0,180.0
172.658032,-6.437302654,-83.42828669,26.90413857,5.0,180.0
175.943011,-7.262720047,-84.36225122,27.00371361,5.0,180.0
178.6282238,-8.021711581,-85.60340641,27.10312462,5.0,180.0
180.7287014,-8.534428772,-87.28202243,27.2032814,5.0,180.0
182.4092698,-8.922122027,-88.91040571,27.30373383,5.0,180.0
184.2176097,-9.344360079,-90.14855683,27.40332985,5.0,180.0
186.6709509,-9.933636396,-91.15184015,27.40332985,5.0,180.0
189.7480281,-10.74761633,-92.23015957,27.50248528,5.0,180.0
193.1339321,-11.75458076,-93.42086268,27.60320282,5.0,180.0
196.6568857,-12.80985659,-94.4925065,27.70389748,5.0,180.0
200.3829611,-13.78382466,-95.37986408,27.80432701,5.0,180.0
204.2229636,-14.56922022,-96.12642008,27.90366173,5.0,180.0
208.1067746,-15.21291283,-96.68504666,28.00255966,5.0,180.0
212.241101,-15.95118846,-97.24427763,28.00255966,5.0,180.0
216.4708113,-16.71411812,-98.14546464,28.10326385,5.0,180.0
220.3651458,-17.25091697,-99.28060755,28.20412636,5.0,180.0
224.0349493,-17.62411347,-100.2851727,28.30380249,5.0,180.0
227.8077283,-18.1241853,-101.112461,28.40271759,5.0,180.0
231.5171368,-18.78957787,-101.8506538,28.50306702,5.0,180.0
234.7433843,-19.3494682,-102.3752144,28.60371017,5.0,180.0
237.6061115,-19.77702603,-102.5909661,28.70422745,5.0,180.0
240.6262173,-20.27652292,-102.7280575,28.70422745,5.0,180.0
243.9431781,-20.77428728,-103.1359978,28.8036499,5.0,180.0
247.4131399,-21.18628224,-103.8860178,28.90289497,5.0,180.0
250.8541413,-21.50130062,-104.6509346,29.00329781,5.0,180.0
254.2492974,-21.84094736,-105.2578225,29.10378838,5.0,180.0
257.7018083,-22.45153047,-105.976139,29.20389938,5.0,180.0
261.1907286,-23.22981108,-107.0865504,29.302845,5.0,180.0
264.6579773,-23.8653748,-108.3744979,29.40328979,5.0,180.0
268.0050263,-24.20656295,-109.4395882,29.40328979,5.0,180.0
271.2994053,-24.48963031,-110.4191278,29.50374031,5.0,180.0
274.6338212,-24.80236898,-111.4163054,29.60411644,5.0,180.0
277.8426744,-25.04203357,-112.1541064,29.7037735,5.0,180.0
280.9462503,-25.32258349,-112.4821157,29.80346489,5.0,180.0
284.2495259,-25.67042554,-112.5905222,29.90355492,5.0,180.0
287.7745269,-26.07800372,-112.825588,30.00369072,5.0,180.0
291.2905576,-26.53359351,-113.240755,30.00369072,5.0,180.0
294.7441897,-26.90807983,-113.7293522,30.10374641,5.0,180.0
298.2335033,-27.17620258,-114.2939381,30.20311165,5.0,180.0
301.8066281,-27.42419495,-114.8683138,30.30343628,5.0,180.0
305.405483,-27.75662426,-115.4890932,30.40392876,5.0,180.0
308.9439485,-28.34767753,-116.3248575,30.50386429,5.0,180.0
312.2864502,-29.11242081,-117.3621282,30.60367775,5.0,180.0
315.4660059,-29.93249965,-118.404007,30.70350075,5.0,180.0
318.5831535,-30.87846963,-119.17764,30.70350075,5.0,180.0
321.5869155,-31.98264568,-119.6886577,30.80337143,5.0,180.0
324.4479031,-33.08957886,-120.0689614,30.90345573,5.0,180.0
327.1477131,-33.80982524,-120.2589966,31.00342941,5.0,180.0
329.9011505,-34.20384194,-120.2563832,31.10341072,5.0,180.0
332.9232523,-34.66585797,-120.2939213,31.20347786,5.0,180.0
335.9646151,-35.17934765,-120.6338922,31.30351257,5.0,180.0
338.747137,-35.51907282,-121.2380161,31.30351257,5.0,180.0
341.4376068,-35.67652986,-122.0182272,31.40348625,5.0,180.0
344.2545581,-35.92020483,-122.9805752,31.50357819,5.0,180.0
347.1338139,-36.45597036,-124.1749081,31.6033802,5.0,180.0
350.0988757,-37.22376521,-125.4961897,31.70332909,5.0,180.0
353.2276436,-38.04431925,-126.597517,31.80355835,5.0,180.0
356.3852635,-38.71311656,-127.4917301,31.9034462,5.0,180.0
359.4473403,-39.2751505,-128.3744613,32.00352097,5.0,180.0
362.3434132,-39.91742066,-129.1345901,32.00352097,5.0,180.0
365.1033238,-40.58037147,-129.8523092,32.10354233,5.0,180.0
367.7838336,-41.15559538,-130.6544297,32.2034874,5.0,180.0
370.4208736,-41.68879558,-131.2942863,32.30361557,5.0,180.0
373.2165038,-42.24179824,-131.814382,32.40348053,5.0,180.0
376.1595097,-42.86823029,-132.3469646,32.50344467,5.0,180.0
379.0293627,-43.66985382,-132.7963356,32.60359192,5.0,180.0
381.8094103,-44.47070784,-133.1602264,32.60359192,5.0,180.0
384.8023284,-44.95214668,-133.4786428,32.7034111,5.0,180.0
388.2048427,-45.20127893,-133.9397526,32.80350876,5.0,180.0
391.6972303,-45.38363171,-134.6187604,32.90340805,5.0,180.0
394.8719701,-45.40335127,-135.4090996,33.00343704,5.0,180.0
397.7299321,-45.34169657,-136.2153955,33.10351563,5.0,180.0
400.5276822,-45.46523292,-136.8419937,33.20359421,5.0,180.0
403.2864421,-45.7332539,-137.3297212,33.30358505,5.0,180.0
405.9240921,-46.05849795,-137.9345398,33.30358505,5.0,180.0
408.5346288,-46.55298507,-138.5422295,33.40345001,5.0,180.0
411.191387,-47.32541817,-138.9115067,33.50325012,5.0,180.0
413.6972523,-48.31899154,-139.0571121,33.60341644,5.0,180.0
415.9238204,-49.18343763,-139.1239789,33.70377731,5.0,180.0
418.040353,-49.67768133,-139.274529,33.8031044,5.0,180.0
420.1412522,-50.02239216,-139.5522692,33.90298462,5.0,180.0
422.4134527,-50.38240728,-140.0644231,34.00339127,5.0,180.0
424.9872112,-50.66945865,-140.9163524,34.00339127,5.0,180.0
427.7939123,-51.00180223,-141.8147631,34.10385132,5.0,180.0
430.8214239,-51.60410238,-142.3946219,34.2040062,5.0,180.0
434.1103268,-52.39211215,-142.7934734,34.30368042,5.0,180.0
437.6077707,-53.08640331,-143.3597468,34.40324783,5.0,180.0
441.009363,-53.4693823,-144.1531539,34.50345993,5.0,180.0
444.016213,-53.52631615,-144.9252464,34.60359955,5.0,180.0
446.4244715,-53.44384678,-145.5017809,34.60359955,5.0,180.0
448.6700667,-53.30287707,-145.9688577,34.7032814,5.0,180.0
451.3506565,-53.23951012,-146.0959401,34.80263138,5.0,180.0
454.0585477,-53.40784588,-145.6181716,34.90305328,5.0,180.0
456.2588215,-53.68995686,-144.7698675,35.00370407,5.0,180.0
458.2055565,-54.00993071,-144.0535066,35.10404968,5.0,180.0
460.2773854,-54.45862616,-143.8575175,35.20330048,5.0,180.0
462.2772297,-54.95653001,-144.1644189,35.30275726,5.0,180.0
464.1814269,-55.36796456,-144.981938,35.30275726,5.0,180.0
466.3461454,-55.9355654,-146.1655441,35.40325165,5.0,180.0
468.6266093,-56.58158178,-147.2001668,35.50378418,5.0,180.0
470.6044032,-56.96114912,-147.8867025,35.60371399,5.0,180.0
472.3448376,-57.38494512,-148.3728646,35.70276642,5.0,180.0
474.1412591,-58.11716561,-148.8115882,35.80326462,5.0,180.0
476.0328114,-58.8827075,-149.2236697,35.90377426,5.0,180.0
478.1012126,-59.51166715,-149.4743995,35.90377426,5.0,180.0
